t_mono_s,v_bus,i,p
# start 2026-09-25T19:46:02 mono=606.1 interval=10.0 threshold=9.6 count=3
606.5,12.425,0.010,0.13
616.5,12.432,0.041,0.51
626.5,12.432,0.042,0.52
636.5,12.428,0.026,0.32
646.5,12.432,0.038,0.48
656.5,12.429,0.030,0.37
666.5,12.431,0.037,0.46
676.5,12.431,0.038,0.47
686.5,12.432,0.039,0.49
696.5,12.430,0.035,0.43
706.5,12.329,-0.363,-4.47
716.5,12.321,-0.365,-4.49
726.5,12.315,-0.358,-4.41
736.5,12.310,-0.365,-4.49
746.5,12.310,-0.347,-4.27
756.5,12.305,-0.348,-4.28
766.5,12.303,-0.346,-4.25
776.5,12.291,-0.378,-4.65
786.5,12.296,-0.347,-4.27
796.5,12.289,-0.365,-4.49
806.5,12.291,-0.350,-4.30
816.5,12.288,-0.345,-4.24
826.5,12.285,-0.352,-4.32
836.5,12.279,-0.366,-4.49
846.5,12.281,-0.348,-4.27
856.5,12.275,-0.368,-4.51
866.5,12.273,-0.368,-4.52
876.5,12.276,-0.349,-4.28
886.5,12.273,-0.348,-4.27
896.5,12.268,-0.365,-4.48
906.5,12.270,-0.348,-4.27
916.5,12.269,-0.346,-4.25
926.5,12.267,-0.347,-4.25
936.5,12.265,-0.348,-4.27
946.5,12.264,-0.347,-4.25
956.5,12.257,-0.369,-4.53
966.5,12.260,-0.353,-4.32
976.5,12.255,-0.369,-4.52
986.5,12.252,-0.366,-4.48
996.5,12.256,-0.348,-4.27
1006.5,12.254,-0.349,-4.27
1016.5,12.249,-0.365,-4.48
1026.5,12.247,-0.368,-4.51
1036.5,12.246,-0.367,-4.50
1046.5,12.248,-0.351,-4.29
1056.5,12.242,-0.368,-4.51
1066.5,12.245,-0.358,-4.38
1076.5,12.240,-0.368,-4.50
1086.5,12.243,-0.349,-4.28
1096.5,12.242,-0.347,-4.25
1106.5,12.242,-0.348,-4.26
1116.5,12.237,-0.366,-4.48
1126.5,12.239,-0.351,-4.29
1136.5,12.239,-0.347,-4.24
1146.5,12.237,-0.346,-4.23
1156.5,12.236,-0.349,-4.27
1166.5,12.237,-0.348,-4.26
1176.5,12.230,-0.368,-4.50
1186.5,12.233,-0.351,-4.29
1196.5,12.228,-0.369,-4.52
1206.5,12.228,-0.367,-4.49
1216.5,12.230,-0.350,-4.28
1226.5,12.225,-0.366,-4.47
1236.5,12.229,-0.345,-4.22
1246.5,12.229,-0.349,-4.27
1256.5,12.223,-0.367,-4.48
1266.5,12.225,-0.353,-4.31
1276.5,12.221,-0.369,-4.51
1286.5,12.224,-0.346,-4.23
1296.5,12.222,-0.349,-4.26
1306.5,12.222,-0.349,-4.27
1316.5,12.218,-0.369,-4.51
1326.5,12.217,-0.363,-4.44
1336.5,12.215,-0.368,-4.49
1346.5,12.215,-0.363,-4.44
1356.5,12.218,-0.350,-4.27
1366.5,12.212,-0.368,-4.49
1376.5,12.211,-0.370,-4.51
1386.5,12.215,-0.347,-4.23
1396.5,12.214,-0.346,-4.23
1406.5,12.210,-0.366,-4.47
1416.5,12.214,-0.347,-4.23
1426.5,12.212,-0.352,-4.30
1436.5,12.208,-0.366,-4.47
1446.5,12.210,-0.351,-4.28
1456.5,12.205,-0.369,-4.51
1466.5,12.210,-0.352,-4.30
1476.5,12.209,-0.347,-4.23
1486.5,12.208,-0.349,-4.26
1496.5,12.203,-0.369,-4.50
1506.5,12.208,-0.349,-4.26
1516.5,12.206,-0.350,-4.27
1526.5,12.202,-0.370,-4.51
1536.5,12.205,-0.349,-4.25
1546.5,12.205,-0.346,-4.22
1556.5,12.199,-0.369,-4.51
1566.5,12.203,-0.347,-4.23
1576.5,12.203,-0.350,-4.28
1586.5,12.202,-0.347,-4.23
1596.5,12.201,-0.348,-4.24
1606.5,12.196,-0.371,-4.52
1616.5,12.196,-0.368,-4.49
1626.5,12.198,-0.354,-4.31
1636.5,12.199,-0.347,-4.23
1646.5,12.194,-0.369,-4.49
1656.5,12.198,-0.349,-4.26
1666.5,12.193,-0.367,-4.47
1676.5,12.192,-0.370,-4.51
1686.5,12.191,-0.369,-4.50
1696.5,12.195,-0.349,-4.25
1706.5,12.193,-0.348,-4.25
1716.5,12.195,-0.346,-4.22
1726.5,12.193,-0.349,-4.25
1736.5,12.187,-0.370,-4.51
1746.5,12.188,-0.367,-4.48
1756.5,12.191,-0.346,-4.22
1766.5,12.191,-0.349,-4.25
1776.5,12.189,-0.350,-4.26
1786.5,12.203,-0.288,-3.52
1796.5,12.190,-0.352,-4.30
1806.5,12.189,-0.349,-4.26
1816.5,12.193,-0.336,-4.10
1826.5,12.191,-0.330,-4.03
1836.5,12.188,-0.352,-4.28
1846.5,12.191,-0.335,-4.08
1856.5,12.187,-0.352,-4.29
1866.5,12.187,-0.351,-4.27
1876.5,12.190,-0.332,-4.04
1886.5,12.188,-0.335,-4.09
1896.5,12.189,-0.331,-4.03
1906.5,12.193,-0.310,-3.78
1916.5,12.180,-0.367,-4.47
1926.5,12.178,-0.369,-4.50
1936.5,12.183,-0.349,-4.25
1946.5,12.182,-0.347,-4.23
1956.5,12.178,-0.369,-4.49
1966.5,12.181,-0.350,-4.27
1976.5,12.176,-0.370,-4.51
1986.5,12.180,-0.347,-4.23
1996.5,12.176,-0.370,-4.51
2006.5,12.176,-0.369,-4.50
2016.5,12.179,-0.347,-4.23
2026.5,12.178,-0.350,-4.26
2036.5,12.173,-0.368,-4.48
2046.5,12.177,-0.351,-4.27
2056.5,12.178,-0.347,-4.22
2066.5,12.172,-0.369,-4.49
2076.5,12.172,-0.367,-4.47
2086.5,12.176,-0.348,-4.23
2096.5,12.171,-0.369,-4.49
2106.5,12.170,-0.372,-4.53
2116.5,12.174,-0.350,-4.26
2126.5,12.173,-0.349,-4.25
2136.5,12.174,-0.348,-4.23
2146.5,12.173,-0.351,-4.28
2156.5,12.169,-0.368,-4.47
2166.5,12.172,-0.348,-4.24
2176.5,12.172,-0.350,-4.26
2186.5,12.168,-0.370,-4.50
2196.5,12.171,-0.348,-4.23
2206.5,12.167,-0.368,-4.47
2216.5,12.167,-0.372,-4.52
2226.5,12.170,-0.348,-4.23
2236.5,12.169,-0.348,-4.23
2246.5,12.170,-0.349,-4.24
2256.5,12.169,-0.351,-4.27
2266.5,12.169,-0.347,-4.22
2276.5,12.164,-0.370,-4.50
2286.5,12.166,-0.351,-4.27
2296.5,12.168,-0.348,-4.23
2306.5,12.163,-0.367,-4.47
2316.5,12.165,-0.357,-4.35
2326.5,12.167,-0.350,-4.26
2336.5,12.162,-0.368,-4.47
2346.5,12.166,-0.352,-4.29
2356.5,12.166,-0.348,-4.24
2366.5,12.164,-0.350,-4.26
2376.5,12.160,-0.369,-4.49
2386.5,12.164,-0.347,-4.22
2396.5,12.160,-0.370,-4.50
2406.5,12.164,-0.347,-4.22
2416.5,12.163,-0.348,-4.23
2426.5,12.163,-0.348,-4.24
2436.5,12.159,-0.367,-4.46
2446.5,12.158,-0.369,-4.49
2456.5,12.157,-0.366,-4.45
2466.5,12.161,-0.350,-4.26
2476.5,12.161,-0.351,-4.27
2486.5,12.156,-0.366,-4.46
2496.5,12.161,-0.354,-4.30
2506.5,12.160,-0.350,-4.26
2516.5,12.169,-0.311,-3.79
2526.5,12.161,-0.351,-4.27
2536.5,12.161,-0.344,-4.18
2546.5,12.160,-0.354,-4.31
2556.5,12.158,-0.355,-4.32
2566.5,12.159,-0.351,-4.27
2576.5,12.159,-0.354,-4.31
2586.5,12.163,-0.332,-4.03
2596.5,12.162,-0.334,-4.06
2606.5,12.162,-0.336,-4.09
2616.5,12.162,-0.333,-4.05
2626.5,12.158,-0.355,-4.32
2636.5,12.157,-0.350,-4.26
2646.5,12.160,-0.333,-4.05
2656.5,12.160,-0.336,-4.08
2666.5,12.162,-0.334,-4.06
2676.5,12.156,-0.351,-4.27
2686.5,12.156,-0.350,-4.25
2696.5,12.155,-0.352,-4.28
2706.5,12.159,-0.331,-4.02
2716.5,12.159,-0.334,-4.06
2726.5,12.159,-0.335,-4.07
2736.5,12.158,-0.330,-4.01
2746.5,12.158,-0.333,-4.05
2756.5,12.155,-0.353,-4.29
2766.5,12.158,-0.333,-4.05
2776.5,12.157,-0.333,-4.04
2786.5,12.155,-0.348,-4.23
2796.5,12.157,-0.335,-4.08
2806.5,12.157,-0.331,-4.02
2816.5,12.153,-0.351,-4.26
2826.5,12.152,-0.355,-4.31
2836.5,12.156,-0.335,-4.07
2846.5,12.156,-0.333,-4.05
2856.5,12.155,-0.333,-4.04
2866.5,12.155,-0.335,-4.07
2876.5,12.151,-0.351,-4.26
2886.5,12.154,-0.333,-4.04
2896.5,12.155,-0.332,-4.03
2906.5,12.154,-0.337,-4.10
2916.5,12.151,-0.352,-4.28
2926.5,12.154,-0.335,-4.07
2936.5,12.149,-0.351,-4.26
2946.5,12.152,-0.334,-4.06
2956.5,12.150,-0.344,-4.18
2966.5,12.150,-0.345,-4.20
2976.5,12.152,-0.335,-4.07
2986.5,12.152,-0.331,-4.02
2996.5,12.148,-0.353,-4.28
3006.5,12.148,-0.351,-4.27
3016.5,12.152,-0.338,-4.10
3026.5,12.152,-0.332,-4.04
3036.5,12.152,-0.334,-4.06
3046.5,12.151,-0.333,-4.04
3056.5,12.146,-0.349,-4.23
3066.5,12.150,-0.333,-4.05
3076.5,12.151,-0.332,-4.04
3086.5,12.149,-0.336,-4.08
3096.5,12.150,-0.331,-4.03
3106.5,12.149,-0.331,-4.02
3116.5,12.145,-0.350,-4.25
3126.5,12.146,-0.348,-4.23
3136.5,12.146,-0.342,-4.15
3146.5,12.149,-0.335,-4.07
3156.5,12.148,-0.336,-4.08
3166.5,12.148,-0.333,-4.04
3176.5,12.144,-0.352,-4.27
3186.5,12.144,-0.352,-4.28
3196.5,12.143,-0.355,-4.31
3206.5,12.143,-0.353,-4.28
3216.5,12.142,-0.353,-4.28
3226.5,12.147,-0.332,-4.03
3236.5,12.142,-0.349,-4.24
3246.5,12.146,-0.331,-4.02
3256.5,12.146,-0.332,-4.03
3266.5,12.145,-0.334,-4.06
3276.5,12.145,-0.333,-4.04
3286.5,12.145,-0.333,-4.04
3296.5,12.141,-0.352,-4.28
3306.5,12.145,-0.334,-4.05
3316.5,12.144,-0.334,-4.05
3326.5,12.144,-0.331,-4.02
3336.5,12.143,-0.331,-4.02
3346.5,12.139,-0.352,-4.27
3356.5,12.140,-0.351,-4.26
3366.5,12.143,-0.332,-4.04
3376.5,12.143,-0.339,-4.12
3386.5,12.139,-0.353,-4.28
3396.5,12.143,-0.335,-4.06
3406.5,12.143,-0.334,-4.05
3416.5,12.139,-0.354,-4.30
3426.5,12.142,-0.333,-4.05
3436.5,12.141,-0.333,-4.04
3446.5,12.140,-0.333,-4.04
3456.5,12.137,-0.350,-4.25
3466.5,12.140,-0.332,-4.03
3476.5,12.136,-0.354,-4.30
3486.5,12.135,-0.351,-4.26
3496.5,12.136,-0.352,-4.27
3506.5,12.140,-0.336,-4.07
3516.5,12.140,-0.332,-4.04
3526.5,12.139,-0.337,-4.09
3536.5,12.135,-0.352,-4.27
3546.5,12.139,-0.334,-4.05
3556.5,12.139,-0.331,-4.02
3566.5,12.138,-0.335,-4.07
3576.5,12.134,-0.352,-4.27
3586.5,12.138,-0.333,-4.04
3596.5,12.133,-0.353,-4.29
3606.5,12.137,-0.339,-4.12
3616.5,12.133,-0.352,-4.27
3626.5,12.133,-0.354,-4.29
3636.5,12.133,-0.352,-4.27
3646.5,12.138,-0.333,-4.04
3656.5,12.132,-0.351,-4.26
3666.5,12.135,-0.333,-4.04
3676.5,12.131,-0.354,-4.30
3686.5,12.136,-0.333,-4.04
3696.5,12.131,-0.352,-4.27
3706.5,12.131,-0.350,-4.25
3716.5,12.126,-0.368,-4.46
3726.5,12.125,-0.368,-4.46
3736.5,12.124,-0.370,-4.48
3746.5,12.129,-0.355,-4.31
3756.5,12.125,-0.370,-4.49
3766.5,12.124,-0.370,-4.49
3776.5,12.123,-0.369,-4.48
3786.5,12.125,-0.369,-4.48
3796.5,12.129,-0.349,-4.23
3806.5,12.127,-0.350,-4.24
3816.5,12.124,-0.362,-4.39
3826.5,12.123,-0.368,-4.47
3836.5,12.122,-0.372,-4.51
3846.5,12.126,-0.348,-4.22
3856.5,12.126,-0.354,-4.29
3866.5,12.122,-0.374,-4.54
3876.5,12.125,-0.357,-4.33
3886.5,12.120,-0.369,-4.47
3896.5,12.120,-0.368,-4.46
3906.5,12.121,-0.368,-4.46
3916.5,12.120,-0.368,-4.46
3926.5,12.124,-0.350,-4.24
3936.5,12.122,-0.350,-4.24
3946.5,12.124,-0.350,-4.25
3956.5,12.119,-0.371,-4.49
3966.5,12.119,-0.371,-4.49
3976.5,12.122,-0.352,-4.27
3986.5,12.123,-0.349,-4.23
3996.5,12.119,-0.368,-4.46
4006.5,12.118,-0.367,-4.45
4016.5,12.118,-0.368,-4.46
4026.5,12.120,-0.351,-4.25
4036.5,12.121,-0.355,-4.30
4046.5,12.120,-0.351,-4.25
4056.5,12.116,-0.372,-4.51
4066.5,12.120,-0.352,-4.27
4076.5,12.116,-0.370,-4.48
4086.5,12.116,-0.366,-4.44
4096.5,12.119,-0.351,-4.26
4106.5,12.119,-0.348,-4.22
4116.5,12.119,-0.354,-4.28
4126.5,12.117,-0.354,-4.29
4136.5,12.113,-0.369,-4.47
4146.5,12.114,-0.372,-4.50
4156.5,12.117,-0.350,-4.24
4166.5,12.116,-0.355,-4.30
4176.5,12.117,-0.352,-4.26
4186.5,12.115,-0.351,-4.25
4196.5,12.112,-0.367,-4.45
4206.5,12.111,-0.371,-4.49
4216.5,12.110,-0.368,-4.46
4226.5,12.111,-0.368,-4.45
4236.5,12.110,-0.372,-4.51
4246.5,12.110,-0.370,-4.48
4256.5,12.110,-0.371,-4.50
4266.5,12.109,-0.370,-4.48
4276.5,12.109,-0.374,-4.52
4286.5,12.108,-0.370,-4.48
4296.5,12.116,-0.338,-4.09
4306.5,12.113,-0.352,-4.27
4316.5,12.112,-0.354,-4.28
4326.5,12.116,-0.332,-4.02
4336.5,12.114,-0.343,-4.16
4346.5,12.115,-0.335,-4.06
4356.5,12.115,-0.333,-4.04
4366.5,12.116,-0.335,-4.06
4376.5,12.111,-0.349,-4.23
4386.5,12.110,-0.352,-4.26
4396.5,12.110,-0.354,-4.28
4406.5,12.113,-0.340,-4.12
4416.5,12.113,-0.334,-4.05
4426.5,12.113,-0.334,-4.04
4436.5,12.110,-0.350,-4.24
4446.5,12.112,-0.336,-4.07
4456.5,12.112,-0.333,-4.03
4466.5,12.112,-0.335,-4.05
4476.5,12.112,-0.337,-4.08
4486.5,12.111,-0.335,-4.05
4496.5,12.107,-0.347,-4.20
4506.5,12.110,-0.335,-4.06
4516.5,12.105,-0.353,-4.28
4526.5,12.108,-0.335,-4.06
4536.5,12.108,-0.336,-4.07
4546.5,12.105,-0.353,-4.27
4556.5,12.103,-0.352,-4.26
4566.5,12.107,-0.334,-4.04
4576.5,12.106,-0.333,-4.03
4586.5,12.101,-0.352,-4.26
4596.5,12.102,-0.353,-4.27
4606.5,12.106,-0.333,-4.03
4616.5,12.103,-0.344,-4.17
4626.5,12.104,-0.340,-4.11
4636.5,12.101,-0.347,-4.19
4646.5,12.103,-0.333,-4.03
4656.5,12.103,-0.335,-4.05
4666.5,12.100,-0.353,-4.27
4676.5,12.101,-0.344,-4.16
4686.5,12.103,-0.336,-4.06
4696.5,12.102,-0.337,-4.08
4706.5,12.101,-0.335,-4.06
4716.5,12.100,-0.332,-4.01
4726.5,12.100,-0.331,-4.01
4736.5,12.098,-0.345,-4.17
4746.5,12.100,-0.333,-4.03
4756.5,12.099,-0.334,-4.05
4766.5,12.098,-0.334,-4.04
4776.5,12.094,-0.354,-4.28
4786.5,12.098,-0.334,-4.04
4796.5,12.094,-0.344,-4.16
4806.5,12.097,-0.336,-4.06
4816.5,12.095,-0.337,-4.08
4826.5,12.096,-0.333,-4.03
4836.5,12.095,-0.336,-4.07
4846.5,12.094,-0.335,-4.05
4856.5,12.093,-0.343,-4.15
4866.5,12.094,-0.333,-4.03
4876.5,12.089,-0.353,-4.26
4886.5,12.092,-0.338,-4.09
4896.5,12.092,-0.333,-4.02
4906.5,12.089,-0.344,-4.16
4916.5,12.088,-0.343,-4.14
4926.5,12.086,-0.353,-4.27
4936.5,12.090,-0.336,-4.06
4946.5,12.089,-0.333,-4.02
4956.5,12.088,-0.334,-4.04
4966.5,12.084,-0.353,-4.27
4976.5,12.086,-0.344,-4.15
4986.5,12.086,-0.333,-4.03
4996.5,12.085,-0.337,-4.07
5006.5,12.082,-0.353,-4.27
5016.5,12.081,-0.354,-4.27
5026.5,12.081,-0.352,-4.26
5036.5,12.081,-0.345,-4.16
5046.5,12.084,-0.333,-4.03
5056.5,12.082,-0.343,-4.15
5066.5,12.082,-0.336,-4.06
5076.5,12.079,-0.352,-4.26
5086.5,12.081,-0.333,-4.03
5096.5,12.079,-0.340,-4.10
5106.5,12.079,-0.337,-4.07
5116.5,12.079,-0.333,-4.02
5126.5,12.075,-0.342,-4.13
5136.5,12.077,-0.335,-4.04
5146.5,12.073,-0.353,-4.26
5156.5,12.075,-0.335,-4.04
5166.5,12.075,-0.333,-4.02
5176.5,12.074,-0.338,-4.08
5186.5,12.071,-0.355,-4.28
5196.5,12.073,-0.337,-4.07
5206.5,12.069,-0.356,-4.30
5216.5,12.068,-0.353,-4.26
5226.5,12.068,-0.350,-4.22
5236.5,12.071,-0.334,-4.03
5246.5,12.070,-0.333,-4.02
5256.5,12.069,-0.337,-4.07
5266.5,12.065,-0.355,-4.28
5276.5,12.066,-0.348,-4.19
5286.5,12.063,-0.356,-4.30
5296.5,12.062,-0.356,-4.29
5306.5,12.062,-0.353,-4.26
5316.5,12.064,-0.333,-4.02
5326.5,12.059,-0.353,-4.25
5336.5,12.063,-0.334,-4.03
5346.5,12.058,-0.354,-4.27
5356.5,12.062,-0.335,-4.04
5366.5,12.060,-0.335,-4.04
5376.5,12.061,-0.334,-4.03
5386.5,12.060,-0.335,-4.04
5396.5,12.057,-0.339,-4.09
5406.5,12.054,-0.355,-4.28
5416.5,12.057,-0.337,-4.06
5426.5,12.053,-0.351,-4.23
5436.5,12.056,-0.336,-4.05
5446.5,12.055,-0.335,-4.04
5456.5,12.051,-0.358,-4.31
5466.5,12.053,-0.335,-4.04
5476.5,12.052,-0.336,-4.05
5486.5,12.051,-0.336,-4.05
5496.5,12.051,-0.337,-4.06
5506.5,12.050,-0.339,-4.08
5516.5,12.045,-0.355,-4.28
5526.5,12.045,-0.354,-4.27
5536.5,12.047,-0.336,-4.04
5546.5,12.046,-0.337,-4.06
5556.5,12.046,-0.336,-4.05
5566.5,12.045,-0.337,-4.05
5576.5,12.043,-0.338,-4.07
5586.5,12.043,-0.336,-4.04
5596.5,12.037,-0.352,-4.24
5606.5,12.041,-0.333,-4.01
5616.5,12.039,-0.340,-4.09
5626.5,12.040,-0.336,-4.05
5636.5,12.038,-0.337,-4.06
5646.5,12.038,-0.336,-4.05
5656.5,12.034,-0.353,-4.24
5666.5,12.036,-0.333,-4.00
5676.5,12.036,-0.336,-4.05
5686.5,12.031,-0.356,-4.28
5696.5,12.033,-0.336,-4.05
5706.5,12.027,-0.357,-4.29
5716.5,12.032,-0.337,-4.05
5726.5,12.030,-0.337,-4.05
5736.5,12.029,-0.337,-4.05
5746.5,12.028,-0.339,-4.08
5756.5,12.023,-0.353,-4.25
5766.5,12.026,-0.338,-4.06
5776.5,12.025,-0.336,-4.03
5786.5,12.021,-0.356,-4.28
5796.5,12.024,-0.335,-4.03
5806.5,12.023,-0.335,-4.03
5816.5,12.019,-0.347,-4.17
5826.5,12.022,-0.336,-4.04
5836.5,12.018,-0.337,-4.05
5846.5,12.016,-0.355,-4.27
5856.5,12.019,-0.337,-4.05
5866.5,12.017,-0.337,-4.05
5876.5,12.016,-0.337,-4.05
5886.5,12.011,-0.355,-4.27
5896.5,12.014,-0.340,-4.09
5906.5,12.013,-0.338,-4.06
5916.5,12.008,-0.353,-4.23
5926.5,12.012,-0.336,-4.03
5936.5,12.010,-0.335,-4.02
5946.5,12.006,-0.357,-4.29
5956.5,12.008,-0.337,-4.04
5966.5,12.008,-0.339,-4.07
5976.5,12.003,-0.356,-4.27
5986.5,12.005,-0.339,-4.07
5996.5,12.004,-0.335,-4.02
6006.5,12.003,-0.337,-4.04
6016.5,12.004,-0.338,-4.05
6026.5,12.002,-0.335,-4.02
6036.5,11.999,-0.344,-4.12
6046.5,12.001,-0.334,-4.01
6056.5,11.998,-0.341,-4.09
6066.5,11.995,-0.356,-4.27
6076.5,11.993,-0.356,-4.27
6086.5,11.997,-0.339,-4.07
6096.5,11.995,-0.339,-4.07
6106.5,11.995,-0.334,-4.01
6116.5,11.994,-0.337,-4.04
6126.5,11.992,-0.335,-4.01
6136.5,11.987,-0.351,-4.21
6146.5,11.991,-0.336,-4.03
6156.5,11.985,-0.353,-4.23
6166.5,11.985,-0.353,-4.23
6176.5,11.986,-0.339,-4.07
6186.5,11.986,-0.335,-4.02
6196.5,11.985,-0.339,-4.06
6206.5,11.983,-0.337,-4.04
6216.5,11.983,-0.337,-4.04
6226.5,11.978,-0.356,-4.26
6236.5,11.980,-0.336,-4.03
6246.5,11.975,-0.359,-4.30
6256.5,11.975,-0.354,-4.24
6266.5,11.974,-0.355,-4.25
6276.5,11.973,-0.359,-4.29
6286.5,11.971,-0.354,-4.24
6296.5,11.971,-0.356,-4.26
6306.5,11.970,-0.354,-4.24
6316.5,11.970,-0.344,-4.12
6326.5,11.972,-0.336,-4.03
6336.5,11.967,-0.355,-4.25
6346.5,11.969,-0.341,-4.08
6356.5,11.967,-0.339,-4.05
6366.5,11.968,-0.337,-4.04
6376.5,11.966,-0.339,-4.06
6386.5,11.965,-0.338,-4.05
6396.5,11.965,-0.337,-4.03
6406.5,11.960,-0.354,-4.23
6416.5,11.958,-0.357,-4.26
6426.5,11.961,-0.340,-4.06
6436.5,11.960,-0.339,-4.05
6446.5,11.959,-0.337,-4.02
6456.5,11.958,-0.339,-4.06
6466.5,11.957,-0.336,-4.02
6476.5,11.957,-0.337,-4.03
6486.5,11.955,-0.338,-4.04
6496.5,11.953,-0.338,-4.04
6506.5,11.954,-0.338,-4.04
6516.5,11.953,-0.337,-4.03
6526.5,11.951,-0.338,-4.04
6536.5,11.950,-0.339,-4.05
6546.5,11.948,-0.338,-4.03
6556.5,11.948,-0.337,-4.03
6566.5,11.943,-0.355,-4.25
6576.5,11.946,-0.337,-4.03
6586.5,11.944,-0.336,-4.02
6596.5,11.943,-0.337,-4.03
6606.5,11.939,-0.356,-4.25
6616.5,11.937,-0.356,-4.25
6626.5,11.936,-0.361,-4.31
6636.5,11.936,-0.357,-4.26
6646.5,11.938,-0.339,-4.05
6656.5,11.937,-0.335,-4.00
6666.5,11.933,-0.355,-4.24
6676.5,11.934,-0.338,-4.03
6686.5,11.933,-0.339,-4.05
6696.5,11.933,-0.337,-4.03
6706.5,11.931,-0.338,-4.04
6716.5,11.930,-0.339,-4.04
6726.5,11.925,-0.355,-4.23
6736.5,11.929,-0.338,-4.03
6746.5,11.927,-0.337,-4.02
6756.5,11.926,-0.342,-4.08
6766.5,11.919,-0.359,-4.27
6776.5,11.924,-0.339,-4.04
6786.5,11.922,-0.339,-4.04
6796.5,11.918,-0.358,-4.27
6806.5,11.917,-0.355,-4.23
6816.5,11.916,-0.363,-4.32
6826.5,11.918,-0.340,-4.06
6836.5,11.917,-0.338,-4.02
6846.5,11.916,-0.337,-4.02
